337 5470
318 66 428
27 146 33
228 151 924
68 292 155
257 58 940
278 43 56
283 163 118
179 171 584
29 45 665
160 170 945
247 107 276
2 234 173
128 230 999
246 15 761
180 249 786
59 238 814
14 308 922
207 238 508
213 78 465
17 48 757
120 120 663
337 34 36
13 47 242
334 171 244
318 196 82
316 313 420
87 13 535
325 68 808
143 184 809
106 194 751
128 319 749
289 217 606
335 16 157
44 130 938
61 208 976
251 301 59
76 128 527
246 109 385
42 243 34
253 193 697
247 87 252
153 335 457
289 24 788
59 211 70
125 125 179
111 32 878
221 9 427
316 92 927
286 282 247
38 131 639
92 321 553
41 297 738
8 39 182
279 60 30
276 158 517
240 173 905
59 212 190
190 316 757
178 119 668
204 62 985
233 301 27
106 214 164
43 17 823
228 160 194
139 265 470
74 64 415
286 140 396
39 213 333
168 20 903
189 226 901
307 255 967
260 317 699
190 33 95
263 103 4
332 84 315
324 181 751
116 174 202
210 310 614
172 144 790
70 227 732
257 229 848
220 318 110
156 256 155
286 137 195
266 6 370
171 310 243
22 11 915
272 99 463
167 245 225
168 54 654
193 272 475
331 183 707
229 304 385
248 309 763
286 219 751
56 42 197
85 54 47
302 39 706
110 222 972
107 10 354
83 257 974
127 156 989
13 178 951
266 192 180
223 112 518
313 153 940
10 86 183
151 39 425
305 222 44
205 164 1013
321 125 335
8 197 465
58 333 35
200 19 318
256 316 671
171 122 440
216 315 980
30 79 271
276 175 105
293 215 665
267 105 241
46 248 801
167 20 605
24 104 190
307 306 673
246 281 434
153 145 117
98 50 134
79 227 548
85 43 275
194 253 993
182 244 835
272 199 224
306 48 759
55 226 71
262 129 155
298 279 814
320 260 881
60 106 283
122 112 281
25 167 541
164 3 142
228 67 73
88 241 208
98 157 671
272 80 581
202 154 362
189 81 120
70 11 307
90 3 333
26 308 935
138 159 956
291 282 594
116 185 692
249 152 748
152 206 51
94 263 802
316 310 650
26 112 294
227 136 297
325 321 377
181 158 268
222 201 951
102 337 828
318 287 302
320 241 603
153 44 739
53 78 826
245 91 122
212 257 940
148 103 305
98 276 329
213 172 238
256 310 490
117 220 149
20 5 970
238 165 349
13 316 463
288 256 982
318 27 315
82 140 818
56 19 326
162 107 738
225 106 612
317 198 974
120 193 665
322 234 990
319 288 636
304 245 29
325 208 867
6 310 960
298 313 653
259 66 560
60 276 811
218 268 903
282 252 605
43 241 154
159 239 619
192 230 258
316 72 808
250 325 881
159 92 932
30 280 376
219 323 896
104 238 33
260 325 499
247 65 435
181 173 76
94 177 194
78 17 302
15 17 851
116 80 898
277 147 387
129 61 868
217 291 957
161 236 205
217 40 627
208 164 887
148 76 479
211 12 411
286 189 969
63 320 137
314 40 396
293 110 617
54 254 749
174 122 306
44 86 813
324 241 994
49 61 112
174 51 372
258 188 488
13 158 177
168 160 569
85 277 318
3 120 790
82 299 1
45 154 901
283 317 430
271 130 534
214 71 95
285 278 326
85 17 928
121 202 350
209 302 117
264 100 961
207 160 632
26 78 496
122 46 426
31 48 759
57 125 38
279 133 1015
332 31 429
182 116 355
63 262 163
248 161 482
279 117 734
165 295 989
88 26 846
47 106 168
169 118 107
30 274 207
181 175 685
163 184 1007
334 63 701
155 289 240
188 125 348
116 243 103
259 70 847
49 77 627
174 27 81
65 272 20
75 120 217
129 294 43
215 101 816
206 59 25
190 253 284
250 268 597
264 89 663
300 194 888
72 217 467
284 72 397
237 71 920
200 136 504
125 325 24
46 336 55
323 85 816
4 43 496
232 276 842
178 288 194
3 21 871
94 31 194
65 143 325
167 198 493
297 61 819
123 269 486
273 67 76
170 47 937
81 304 847
266 213 858
219 333 644
103 13 475
54 264 520
1 201 400
327 84 1019
238 196 552
274 277 172
135 211 304
198 88 515
254 101 406
275 35 73
276 318 28
248 119 850
38 183 336
107 146 492
272 300 804
246 240 253
244 88 587
307 71 824
81 34 707
50 18 621
121 194 398
63 145 115
296 165 711
252 201 707
29 140 637
203 20 272
134 310 719
249 11 424
20 11 426
156 22 815
31 93 354
256 94 612
11 238 595
224 227 728
6 211 897
66 37 165
133 175 656
15 227 715
103 287 994
181 253 648
299 160 476
275 191 449
10 273 271
212 47 598
220 304 485
276 272 184
29 125 69
326 20 34
283 265 66
2 106 820
254 123 980
245 12 382
10 226 934
119 70 654
83 288 362
145 216 758
105 257 541
281 246 432
208 258 909
200 104 505
191 141 577
327 130 259
28 191 424
223 172 10
334 244 955
337 198 975
114 191 665
38 165 937
295 79 122
294 153 400
149 173 202
11 249 842
235 177 828
74 143 837
300 161 413
128 281 117
296 213 83
226 21 620
293 272 280
7 233 315
291 303 498
230 293 411
224 329 938
84 14 425
196 302 729
281 174 320
73 136 968
15 163 722
91 23 155
266 146 596
249 174 312
134 212 47
148 228 397
329 244 746
61 291 148
32 186 796
71 255 171
68 329 376
221 17 304
318 181 543
282 31 1005
142 159 123
154 4 449
205 250 927
328 199 690
327 166 343
230 80 337
199 179 950
82 242 251
101 91 581
293 269 202
177 226 663
241 56 389
241 127 855
158 237 90
95 316 849
58 148 957
260 333 672
264 111 895
1 315 463
317 284 646
300 61 411
46 243 703
18 25 355
73 284 382
329 108 391
212 255 444
56 117 323
145 285 814
247 137 703
106 43 849
324 162 168
198 325 620
52 303 187
53 100 1022
215 204 841
13 278 91
298 307 691
78 3 447
336 255 351
193 15 567
55 164 616
194 303 882
38 259 762
53 43 924
121 179 735
271 144 59
216 135 947
110 305 540
204 21 887
320 239 917
141 9 70
156 262 921
235 169 661
54 31 627
152 93 479
79 25 349
46 120 1023
153 241 53
149 175 794
172 103 494
128 140 876
179 117 596
169 16 541
27 292 599
3 26 420
131 336 980
21 50 221
183 159 519
118 99 347
163 115 877
165 153 558
331 318 461
2 166 375
68 253 481
287 173 292
182 78 87
227 96 567
142 23 310
100 98 809
203 202 223
311 68 897
153 2 602
223 275 780
144 23 79
14 116 192
150 23 680
129 58 424
319 193 547
258 249 604
54 242 756
188 321 609
174 146 567
60 75 649
52 133 394
287 32 385
139 169 463
131 236 64
310 194 536
147 45 878
50 200 157
120 294 878
291 322 139
324 232 256
44 214 446
63 273 763
107 223 10
190 93 584
224 281 985
257 307 365
214 333 703
153 230 443
166 84 19
5 260 268
223 203 592
321 275 644
289 177 221
6 246 983
146 21 678
191 2 570
37 61 76
299 139 240
31 263 637
318 296 447
336 18 740
131 256 638
147 279 19
247 143 364
283 179 969
307 189 525
219 17 625
62 154 1010
144 177 827
123 228 838
264 46 175
330 205 945
75 51 36
213 33 737
209 36 34
149 145 297
167 303 788
100 228 418
277 301 640
337 272 421
266 93 959
169 262 173
80 95 345
104 21 234
148 142 444
223 183 184
156 284 81
2 242 33
257 82 247
308 152 98
316 51 483
6 168 227
283 100 726
315 77 909
184 281 399
38 82 635
159 50 675
82 42 885
249 5 953
145 97 885
83 273 982
76 311 17
52 193 31
202 230 640
295 205 468
326 56 734
327 169 157
329 15 172
173 208 618
271 222 912
138 297 302
258 287 94
22 123 277
153 36 868
9 31 116
108 202 899
233 167 612
193 65 36
325 91 323
45 303 125
216 322 604
119 44 344
242 262 454
133 300 163
270 134 837
155 18 867
5 53 682
176 69 402
33 97 420
115 299 289
61 215 492
227 312 885
225 23 538
221 296 451
217 56 806
263 316 314
100 163 346
118 295 964
281 252 773
145 55 335
92 249 511
266 320 356
138 31 640
184 261 652
24 320 853
286 227 187
13 116 669
109 328 322
59 307 205
7 124 633
291 218 658
80 305 836
151 258 455
328 183 395
106 197 249
25 318 449
83 107 809
5 52 705
49 127 749
182 305 944
158 46 96
235 125 913
266 60 938
82 188 299
174 119 129
246 271 636
135 139 225
5 139 751
178 141 525
48 333 711
278 144 979
303 262 938
264 80 572
277 231 269
14 142 451
27 299 585
57 197 611
231 92 402
45 317 614
143 254 879
147 266 569
78 188 222
8 139 899
49 92 642
236 150 363
203 264 343
53 55 720
97 24 698
262 337 893
278 182 120
226 193 607
122 72 931
229 12 566
193 326 266
138 112 628
280 252 319
66 196 261
50 89 205
211 8 460
320 32 28
214 324 507
146 187 454
294 240 1021
289 296 851
125 130 64
195 283 610
318 276 143
141 241 622
158 226 86
141 2 978
85 186 456
308 92 640
291 184 446
167 147 208
244 333 1001
52 283 536
196 204 947
266 238 206
174 307 532
266 58 973
237 16 908
260 24 139
316 45 910
306 226 30
166 335 562
124 149 910
63 90 700
76 153 577
78 204 979
87 76 80
293 49 253
68 262 105
32 76 1017
42 154 749
170 217 508
30 13 968
293 330 742
140 160 1019
199 93 748
246 151 486
159 241 74
329 268 104
331 30 6
300 158 940
67 312 627
29 252 297
280 156 656
289 60 373
222 136 1007
206 66 484
220 34 26
14 8 450
92 147 210
87 129 189
195 52 901
265 227 32
249 245 443
303 172 944
211 63 658
146 145 970
5 53 743
145 239 203
212 170 437
103 248 197
312 281 291
2 171 229
170 189 297
145 265 51
15 298 535
302 44 996
240 250 162
277 322 881
202 242 163
178 267 272
158 229 210
276 137 841
287 107 582
94 66 544
274 142 699
76 94 660
291 269 781
30 216 92
252 230 875
197 286 1020
195 45 751
138 204 88
172 233 370
132 243 45
150 208 544
47 172 662
69 279 732
229 300 49
55 145 805
231 190 1013
268 180 103
56 160 554
212 317 24
62 278 960
314 45 291
327 288 700
43 273 97
177 270 873
264 297 808
81 230 1021
292 21 769
116 215 698
67 80 631
213 192 414
163 241 505
223 22 781
59 166 79
334 125 452
27 97 667
264 128 233
24 322 255
28 319 405
2 67 357
195 274 217
114 168 319
110 128 389
43 288 276
192 5 725
293 228 165
258 96 78
51 48 859
157 319 320
117 193 6
223 84 100
181 212 212
318 248 793
2 246 220
84 181 45
324 160 984
46 81 735
61 33 781
166 94 138
125 155 30
65 153 878
56 268 652
227 91 818
318 110 900
159 289 309
204 94 886
248 49 315
308 139 694
283 154 252
319 40 246
326 274 401
11 206 907
142 308 774
234 196 888
43 230 394
231 228 436
95 76 722
47 9 579
140 66 786
193 273 26
212 202 472
149 198 905
336 32 410
133 212 317
332 108 647
288 281 638
262 321 858
267 40 831
148 158 177
238 276 564
187 121 438
169 311 960
316 34 801
109 130 547
43 224 755
92 193 635
142 322 266
10 195 253
304 49 301
189 146 55
315 127 906
214 283 301
166 113 1
318 259 474
89 76 676
72 281 303
21 298 225
333 64 993
275 311 77
83 225 232
165 197 948
25 217 935
173 279 720
199 75 968
183 107 744
142 81 724
231 219 952
208 140 620
172 308 509
301 165 913
72 173 898
54 309 894
185 241 830
142 49 596
74 93 888
336 24 485
169 110 902
226 27 91
148 124 925
135 52 934
203 226 344
127 328 837
266 314 921
223 199 864
178 152 502
205 276 434
281 170 843
18 205 334
275 63 109
28 5 823
130 39 400
135 295 882
259 91 500
153 162 851
292 266 1014
186 325 658
199 59 210
186 155 222
144 270 811
151 227 273
109 238 133
41 159 863
304 285 656
133 324 227
289 216 218
283 265 153
180 179 136
214 269 824
63 193 604
106 90 866
76 267 245
55 302 544
239 183 23
48 115 160
153 255 315
242 139 854
176 76 783
148 202 970
316 190 938
122 247 686
303 231 670
248 3 118
17 118 267
308 305 931
263 311 986
309 288 434
84 154 859
196 182 466
94 315 888
4 303 685
199 289 195
128 297 459
83 240 121
17 43 132
158 208 179
37 236 750
157 253 440
9 141 82
210 138 842
270 32 615
269 332 556
136 122 491
204 57 681
35 1 933
130 212 422
92 12 650
236 106 322
143 194 654
84 316 381
58 321 138
306 301 615
90 147 685
100 255 33
255 328 921
307 147 434
57 320 763
191 25 523
10 23 913
55 25 8
149 309 826
258 303 62
238 145 161
4 309 135
321 309 702
29 265 335
284 306 546
313 273 556
70 120 13
117 176 948
271 215 473
243 217 255
132 290 837
45 80 39
94 183 884
134 173 293
287 158 699
82 284 344
133 186 619
187 69 445
147 254 97
230 242 320
120 58 1022
225 50 141
298 42 639
172 164 313
318 326 530
303 137 851
189 288 751
202 174 586
175 263 409
275 124 389
333 124 625
330 178 93
292 12 689
243 12 831
123 68 345
145 198 27
267 303 410
92 98 210
14 127 79
180 36 369
261 149 438
275 334 818
8 199 150
231 137 928
255 111 174
111 93 625
315 131 874
248 112 138
195 163 840
332 3 808
47 27 293
244 294 650
58 104 642
27 312 65
318 68 972
60 131 389
235 313 688
122 130 95
248 119 733
257 171 905
287 248 539
188 159 788
97 57 816
225 250 989
92 81 249
217 107 738
66 1 110
194 198 584
216 279 24
191 133 652
202 221 152
122 149 715
201 135 698
113 96 220
274 121 931
88 323 876
63 138 647
113 262 550
37 80 360
212 172 409
107 308 845
26 203 156
117 285 1021
37 204 742
286 155 545
117 188 942
147 78 890
136 8 539
119 161 238
168 332 214
69 220 837
306 297 595
184 267 252
219 187 402
169 57 1002
219 198 284
167 232 672
250 57 915
195 113 416
289 293 574
44 324 408
50 11 634
158 22 337
253 46 965
309 332 229
222 134 409
258 63 227
220 199 262
233 230 92
9 195 256
163 155 683
10 26 866
269 21 248
321 45 560
163 117 100
79 47 649
233 301 56
84 44 696
322 315 584
145 224 203
62 114 829
301 79 265
12 289 670
321 25 1022
64 83 837
208 21 884
316 191 637
22 160 558
28 8 493
44 275 716
274 236 982
295 33 225
328 59 440
206 238 996
314 217 230
297 222 516
46 185 4
149 285 947
134 149 598
41 244 301
177 234 625
220 35 40
280 67 49
333 171 954
9 80 53
244 317 615
307 226 965
217 198 1016
160 74 964
38 119 705
161 75 733
182 113 456
219 285 684
107 105 940
267 228 1002
200 102 993
223 82 702
177 63 398
201 112 245
185 81 435
267 312 629
178 135 643
71 153 599
334 195 679
257 50 383
152 76 815
252 82 792
309 80 823
313 18 814
15 208 208
91 254 369
312 24 967
124 150 831
189 46 504
115 91 976
75 183 805
132 289 722
140 328 138
180 228 60
33 258 530
265 268 246
145 243 896
83 64 262
219 147 568
328 41 445
43 25 85
76 212 629
199 28 309
286 184 42
87 167 802
176 80 371
64 319 499
99 200 646
144 235 69
14 45 508
179 326 852
124 111 897
334 32 3
207 139 254
243 144 260
42 270 161
325 167 355
132 161 802
172 135 15
330 70 567
308 77 972
328 44 170
336 317 516
256 83 198
231 200 991
218 35 155
233 50 589
251 52 844
186 254 140
135 176 241
121 301 550
134 52 440
146 7 547
190 212 235
103 159 823
168 121 238
163 267 750
323 183 289
31 210 398
113 206 854
64 268 208
234 224 475
45 253 879
109 67 297
11 202 646
79 8 785
57 132 988
118 195 526
267 72 51
269 41 161
81 132 218
281 245 40
201 275 457
44 177 122
233 320 219
248 85 686
31 59 937
205 135 359
198 103 549
23 79 396
160 304 515
312 159 329
254 323 198
204 95 825
61 318 149
320 305 162
193 36 533
240 165 377
330 220 1021
273 163 73
58 212 603
214 60 195
80 178 933
110 284 622
34 103 168
186 80 968
327 202 555
192 94 811
136 87 218
175 227 223
172 251 705
244 177 636
252 114 975
28 94 26
36 299 893
300 159 1023
199 109 509
10 110 331
61 227 773
234 276 942
311 211 476
258 12 829
123 244 121
296 76 264
305 270 179
193 205 110
59 31 639
185 252 838
115 200 582
80 294 483
131 30 755
195 323 672
324 249 245
67 77 379
91 30 151
240 40 172
125 67 746
41 208 437
123 180 545
325 39 562
337 279 326
319 55 761
80 196 275
314 146 409
39 333 517
75 238 523
302 219 694
168 253 260
31 249 499
219 76 65
102 319 195
219 177 652
199 136 599
160 230 640
310 208 271
117 117 796
11 268 895
196 155 931
51 254 969
24 11 128
20 128 239
87 209 540
178 267 308
203 310 389
325 285 144
292 166 562
202 320 192
119 301 988
3 337 512
177 194 12
146 295 975
294 20 490
303 131 76
152 77 35
128 233 474
225 324 569
189 52 874
265 332 692
276 273 643
146 36 456
222 2 926
198 143 715
80 37 183
317 235 516
19 45 401
239 315 829
84 9 68
303 83 235
311 183 927
227 11 447
125 208 640
247 232 404
145 269 839
6 56 92
264 233 659
219 159 487
88 279 216
94 161 933
307 315 845
121 199 339
316 306 319
207 172 181
225 184 251
225 160 800
268 330 157
132 271 227
333 160 956
305 315 546
48 176 260
264 295 888
200 64 879
200 70 826
270 318 165
52 331 457
178 112 689
136 70 179
335 205 564
127 96 409
70 273 9
190 329 192
256 200 183
302 177 115
112 315 302
66 260 842
177 240 459
267 155 499
216 80 802
164 306 752
326 156 698
294 55 719
251 219 951
230 256 358
30 84 513
35 119 633
121 255 64
37 83 517
40 289 343
328 265 399
218 320 131
288 147 830
163 23 374
98 181 192
210 200 841
188 170 891
23 241 582
236 278 350
136 84 941
301 186 828
41 257 288
259 152 456
264 110 480
187 109 82
250 206 184
307 221 490
297 291 197
335 191 866
157 287 80
52 302 254
240 237 919
140 333 710
267 291 466
228 178 93
59 165 491
124 254 1017
109 48 425
81 158 298
178 154 511
191 46 728
159 249 2
277 131 7
115 58 521
135 321 423
98 176 471
80 9 425
240 315 755
212 9 946
205 175 619
140 188 921
49 192 661
77 138 317
67 160 519
252 219 163
188 47 990
169 65 864
35 89 639
312 307 230
269 52 218
190 78 130
262 48 694
311 74 716
116 187 607
6 169 284
137 285 278
264 31 735
129 311 998
36 217 995
101 118 926
122 235 147
250 119 1020
173 261 754
296 222 119
9 193 927
74 213 316
144 103 237
53 128 775
9 70 672
286 117 57
219 172 722
252 167 990
199 53 765
275 106 782
207 234 116
123 221 321
265 169 646
99 70 1023
261 240 1012
217 170 46
169 52 148
243 160 681
261 131 341
260 80 181
94 93 290
312 53 559
2 306 434
126 151 183
63 72 1004
215 152 506
179 158 311
188 169 98
126 62 544
290 115 963
323 235 536
105 102 967
45 158 422
308 39 440
100 333 802
272 157 1009
257 12 21
150 93 126
261 177 415
148 310 20
67 77 583
320 282 4
163 204 789
115 289 644
277 183 50
141 167 983
36 218 551
198 322 703
44 109 975
202 5 507
118 176 190
307 32 977
225 224 121
270 76 1016
43 171 196
249 6 661
5 200 905
51 32 850
175 162 845
46 5 354
327 69 838
246 326 386
254 217 547
166 200 464
130 126 1010
217 283 342
277 247 326
33 21 257
93 160 44
211 227 180
41 152 961
213 279 295
78 315 678
148 85 562
226 15 600
308 257 599
336 195 973
132 42 945
2 49 377
3 248 1000
136 261 54
245 142 911
272 65 341
262 30 998
145 2 791
331 224 191
277 314 797
252 270 462
62 8 472
23 59 729
334 135 116
151 80 761
313 239 951
35 62 46
70 297 635
127 155 895
15 176 604
300 161 821
204 257 257
24 153 950
315 175 192
289 33 193
200 278 101
215 183 209
71 283 336
250 79 316
177 301 1003
13 250 911
247 258 888
212 269 321
78 39 995
8 203 793
283 283 680
294 325 257
328 20 295
40 204 121
229 47 658
2 90 750
91 262 833
119 104 389
90 108 13
238 28 281
97 269 705
58 274 680
27 332 1008
285 224 137
169 138 492
201 270 741
277 111 1017
17 161 914
171 153 274
310 215 9
127 197 461
144 91 579
159 91 613
37 204 614
71 92 629
87 327 629
247 102 1018
16 291 429
31 141 852
159 247 846
97 53 299
328 10 230
127 110 224
283 58 803
90 11 806
22 303 391
283 42 885
239 97 891
217 130 579
116 7 386
17 137 567
248 82 966
61 111 32
301 103 541
142 68 904
5 325 291
98 209 562
248 48 421
296 167 94
245 210 252
155 175 564
273 127 517
155 310 750
197 210 696
326 165 562
2 158 870
165 142 162
180 76 393
132 158 263
256 209 113
214 134 580
160 265 983
190 150 365
67 312 614
184 54 563
126 225 468
198 217 853
269 287 338
223 309 665
236 317 889
111 62 926
40 60 229
23 331 443
287 9 922
253 318 974
318 17 896
208 62 628
303 32 703
229 206 859
305 63 660
133 165 418
328 197 435
145 163 300
268 292 814
282 19 792
61 4 235
40 252 109
316 195 509
322 120 920
76 90 142
224 13 118
317 225 408
276 309 66
185 279 312
261 162 586
101 104 307
262 108 509
326 166 503
201 296 904
63 28 207
159 306 140
29 39 544
328 151 341
190 150 984
119 210 450
149 173 683
123 218 303
248 201 385
334 124 321
173 111 431
117 238 986
70 162 470
182 47 936
202 280 308
294 295 752
294 13 903
18 284 777
268 230 588
309 250 334
292 170 833
246 150 776
234 195 483
215 253 435
78 162 903
161 244 848
315 209 75
294 254 385
329 283 607
36 117 77
131 259 373
298 211 215
289 138 255
59 144 406
84 261 855
9 64 233
203 116 1022
10 153 573
211 212 265
297 285 951
123 266 155
295 110 462
148 66 602
176 55 476
282 212 386
136 48 179
217 59 214
145 72 487
311 25 246
169 281 904
161 128 687
144 238 785
261 190 176
232 227 188
174 323 447
25 15 586
160 257 998
156 142 342
214 125 172
126 271 26
7 169 669
95 214 631
76 312 633
134 298 328
98 104 477
102 128 234
1 149 867
257 282 20
158 331 790
296 13 531
130 116 849
57 287 498
112 36 686
226 189 626
276 23 784
90 204 112
36 54 236
102 81 218
188 261 603
226 275 490
229 299 897
18 55 675
307 116 635
122 17 320
197 185 655
250 298 46
207 74 989
203 244 202
107 311 117
219 308 901
207 20 411
213 52 414
90 78 117
286 261 128
331 35 822
55 197 587
82 204 582
208 13 520
259 54 232
132 265 456
146 69 695
133 90 123
211 9 735
7 268 303
280 93 437
251 4 180
111 114 91
113 142 453
125 30 732
307 12 687
313 8 147
133 238 487
16 297 506
183 249 36
227 151 515
116 117 639
107 234 423
108 34 89
275 276 759
158 288 429
47 109 971
54 153 644
189 274 385
128 57 381
124 162 806
302 124 997
125 285 617
290 99 740
266 198 420
237 312 377
78 128 461
292 294 783
49 151 297
322 291 702
24 210 504
266 154 464
302 12 503
294 202 438
135 78 321
50 99 29
298 117 928
213 297 246
210 17 846
12 76 138
329 154 382
16 106 450
274 331 81
120 8 977
236 299 689
164 319 119
145 79 593
105 139 240
301 88 904
103 74 1004
229 41 651
269 81 342
72 110 560
221 155 43
280 226 374
90 214 930
230 7 586
59 219 294
124 247 996
66 39 272
56 248 53
188 202 829
62 240 459
56 312 839
165 315 126
24 119 190
230 147 442
300 71 533
137 119 283
51 150 470
329 189 428
327 305 726
122 168 932
312 73 266
275 236 598
194 312 848
153 103 982
330 5 135
186 288 359
124 125 12
231 192 661
159 240 299
37 23 653
202 88 560
234 294 816
302 322 24
214 83 407
191 123 231
127 194 582
51 247 954
192 58 418
253 249 151
77 20 241
242 171 799
187 70 1020
307 332 549
111 310 949
189 179 985
232 298 742
293 36 249
91 44 181
68 126 307
92 297 752
333 189 937
298 241 167
268 95 674
56 116 43
23 30 507
279 261 452
234 24 546
120 279 998
152 52 320
55 239 987
136 296 699
156 190 849
98 121 1000
150 241 348
61 182 226
165 262 464
145 247 581
158 121 724
249 145 739
130 91 105
136 189 362
141 309 265
20 10 344
201 192 1010
159 61 691
83 129 355
22 36 912
225 20 430
49 108 559
164 172 1014
228 198 774
269 95 916
66 157 229
300 101 473
96 169 952
46 269 364
176 140 942
24 130 501
177 272 635
54 171 331
224 251 839
243 50 979
112 304 482
232 211 382
172 43 862
198 225 871
20 167 21
160 59 555
319 256 1003
116 177 410
103 176 491
156 129 360
24 80 257
128 181 181
25 123 765
283 215 815
275 207 884
217 186 68
96 94 886
106 210 69
63 54 710
296 64 769
267 183 195
118 107 488
162 266 724
272 306 747
73 278 509
31 24 644
322 282 715
39 207 689
58 169 402
95 151 409
5 180 1001
279 88 937
31 7 190
102 217 609
48 327 761
265 205 395
61 65 56
130 249 137
66 93 400
283 327 169
188 302 598
153 147 652
171 182 343
192 70 266
161 314 1007
111 283 156
47 249 780
65 260 182
272 138 688
177 246 309
278 150 434
51 36 178
337 90 247
38 25 865
148 44 1020
327 87 380
274 111 817
322 265 17
329 335 840
35 123 568
245 17 13
133 77 477
270 295 512
95 136 779
237 86 819
278 224 720
190 169 577
88 305 69
64 17 856
334 61 300
171 191 1014
81 75 125
101 333 739
216 267 686
242 252 61
90 295 45
257 157 480
45 275 448
64 140 316
254 112 680
139 286 538
101 180 105
72 265 380
307 102 448
254 229 909
82 251 466
136 25 751
203 322 353
306 243 239
251 48 96
266 28 27
291 180 711
230 89 453
79 259 579
5 193 187
186 40 734
102 245 113
313 272 656
56 165 360
106 301 184
161 35 116
150 104 851
309 165 595
20 102 377
280 64 205
287 334 831
151 168 587
247 179 151
297 41 212
199 310 896
57 221 569
289 260 723
145 232 617
327 277 904
336 312 918
230 248 786
30 94 559
118 81 547
265 215 301
21 119 257
184 111 91
223 112 800
327 80 146
120 92 834
67 302 812
143 58 886
229 153 161
204 200 555
126 14 456
67 241 887
114 112 656
211 79 598
260 313 839
276 97 702
75 51 216
62 123 444
126 82 440
46 37 525
149 104 568
22 145 221
329 150 585
250 32 116
35 285 268
320 197 494
182 179 589
185 241 810
175 290 602
198 251 364
2 123 384
203 146 394
212 67 669
29 142 819
227 29 607
76 276 347
172 169 121
254 12 492
119 4 879
76 304 766
265 41 387
83 95 147
288 245 180
180 305 929
113 240 678
87 31 710
189 166 622
132 264 981
278 13 424
78 194 814
155 282 362
94 328 820
28 189 874
168 330 155
69 256 920
105 103 338
224 181 512
207 71 865
287 108 502
216 34 821
279 337 86
103 220 848
210 264 887
6 54 749
295 177 788
119 159 741
27 146 356
102 249 513
65 309 87
66 34 717
245 321 752
231 294 277
13 284 523
280 25 467
281 262 606
81 104 191
186 27 752
252 163 844
305 257 512
332 139 829
100 69 337
143 67 339
167 278 937
283 90 11
201 288 283
205 209 942
110 290 836
206 211 86
67 288 497
29 291 291
26 292 717
81 69 158
64 326 383
245 75 893
107 233 752
166 48 48
32 74 673
134 65 497
213 277 388
7 106 500
106 256 855
55 238 767
158 269 208
239 309 171
203 26 222
143 273 752
108 140 294
160 326 200
241 279 148
240 141 386
26 72 559
173 316 762
242 112 895
197 152 259
225 14 460
153 144 892
290 61 939
49 19 967
84 151 251
44 2 714
132 169 222
118 81 219
26 255 220
306 287 931
92 65 447
334 13 751
247 20 60
37 263 408
72 57 674
24 283 200
12 107 357
241 327 588
87 329 442
159 41 1001
12 87 86
259 241 633
73 80 898
187 238 925
248 307 580
236 245 1009
332 177 968
160 282 727
168 33 352
112 168 149
210 289 284
230 174 493
115 265 419
43 83 483
6 133 780
292 279 606
270 166 520
314 136 661
335 17 132
165 335 860
229 138 876
26 257 995
176 89 45
134 286 275
77 301 965
228 240 56
247 80 565
332 330 289
277 59 942
216 85 697
330 62 1019
64 155 642
245 271 169
107 230 243
75 195 927
328 92 509
76 284 387
211 243 286
70 225 864
231 187 864
288 315 676
329 48 734
286 192 930
209 314 772
201 223 172
67 131 220
217 212 571
163 32 952
148 62 838
32 227 145
128 4 784
318 118 747
294 101 223
9 262 133
292 125 67
238 238 518
67 191 81
228 48 166
131 155 505
190 265 944
115 229 818
204 293 97
297 321 267
224 112 253
70 50 565
126 260 479
152 313 923
146 229 402
27 145 460
168 336 538
242 128 23
22 136 591
229 311 187
12 34 475
271 336 840
248 126 959
305 35 921
297 147 261
225 179 265
166 327 513
82 244 908
292 144 93
201 147 27
95 196 420
85 336 5
215 204 675
207 85 940
211 287 951
29 197 654
10 65 309
150 186 350
265 217 344
153 220 655
90 213 260
336 87 745
292 109 743
104 337 727
192 177 803
260 131 250
224 298 324
82 101 216
175 82 190
191 29 99
11 294 2
100 283 852
3 334 602
298 21 67
316 63 693
63 284 30
302 251 845
333 276 699
154 337 892
236 195 521
18 218 987
194 35 364
240 150 46
216 262 830
254 3 941
132 226 495
76 250 807
13 12 205
111 151 220
82 263 109
93 55 734
77 134 707
252 183 475
191 69 43
34 183 950
285 298 157
71 134 36
123 225 803
171 332 75
91 263 844
110 184 616
172 130 478
273 56 956
298 32 557
228 39 471
270 211 28
138 9 1000
150 223 700
230 277 312
249 71 936
264 169 897
259 311 220
247 37 810
168 297 302
203 6 694
163 71 975
281 87 295
323 125 1023
176 136 897
272 122 204
155 248 989
14 161 870
336 150 771
23 71 672
42 90 603
41 52 551
59 253 268
94 255 72
213 47 390
43 308 310
179 326 170
234 160 105
285 16 193
41 120 657
280 296 810
282 136 934
212 223 821
193 204 448
234 226 746
226 47 167
50 269 441
12 83 345
245 127 185
304 134 506
113 43 220
3 229 865
197 327 356
171 18 390
151 83 140
72 151 662
297 196 65
92 177 178
61 164 482
272 251 911
227 48 417
134 326 426
287 312 814
257 133 282
337 28 475
102 237 726
297 209 558
98 50 334
112 173 66
117 276 609
140 303 393
157 197 804
144 114 954
85 180 447
114 32 665
214 175 405
