6
298 928
793 427 24
433 1150 43
648 1012 9
1374 432 81
792 797 60
834 514 15
149 787 28
111 1068 41
253 38 46
646 1263 73
1560 1421 42
582 401 54
840 1392 30
81 134 43
1486 1331 42
654 1380 13
835 1382 44
284 720 57
1423 517 58
1094 1249 77
1343 483 46
1562 918 26
1331 1501 29
1399 1081 16
1445 1118 68
1411 1154 26
324 823 36
1154 797 46
894 1286 21
805 613 7
394 1256 45
1331 80 12
1523 123 55
934 208 32
205 535 9
118 973 19
1249 8 45
1505 1370 46
192 5 70
1120 1486 15
1344 998 43
477 503 41
905 1533 47
1472 1237 63
1439 713 60
507 480 64
1262 394 54
257 1436 27
420 231 78
1544 322 2
1246 1564 24
235 914 72
1238 581 6
767 1450 80
1498 74 51
172 1276 82
1289 1232 27
459 791 8
225 97 78
1137 836 58
1145 53 49
1494 1519 80
668 1387 16
906 845 44
574 351 28
1191 694 4
102 399 65
359 1323 51
1095 927 35
850 209 1
1159 1226 25
1401 862 7
1283 1372 19
781 444 22
1181 787 64
43 119 51
1491 112 17
181 125 21
1568 358 75
316 448 39
985 1576 26
4 392 68
1082 1233 59
30 728 4
1026 1353 66
398 145 32
972 1034 60
562 1103 14
331 945 61
493 976 28
139 525 22
345 1489 8
12 965 80
1414 137 61
818 446 50
928 1489 40
1071 980 30
486 1376 37
1085 7 73
671 877 16
961 395 51
1551 199 59
215 902 32
725 937 82
777 249 75
1403 806 22
532 926 53
1317 1028 12
914 362 82
650 1199 64
1285 364 43
181 411 62
18 552 15
479 882 4
797 93 15
409 934 49
219 667 54
565 1140 16
57 1478 73
771 123 74
1550 22 17
1180 779 76
3 1428 39
941 1529 12
306 524 52
1133 1196 64
1465 1399 45
125 304 1
1292 724 16
589 232 65
782 1201 13
909 1042 5
237 465 18
149 1403 22
415 1026 78
1238 608 15
534 1393 52
798 1418 50
651 909 52
267 998 25
444 345 42
700 1080 27
59 882 40
654 170 43
1361 997 64
272 269 47
869 161 68
450 1533 65
1160 1297 82
1387 900 32
348 682 53
647 689 57
1416 1154 57
1342 443 73
1142 281 1
496 303 9
1159 303 5
702 140 9
929 845 46
320 293 6
1289 1024 76
107 1145 29
841 1295 36
1507 719 12
904 31 25
895 915 48
1211 81 41
1256 1428 70
875 111 70
962 119 1
76 672 11
1199 868 18
998 691 8
945 833 74
1182 621 3
1357 604 31
537 891 79
70 462 31
293 816 26
281 1006 3
500 1444 43
582 1545 41
1435 1209 35
169 566 47
749 975 77
553 825 39
9 914 23
1140 1274 48
65 295 36
984 1430 76
807 1522 44
716 41 32
1447 451 40
34 411 9
180 324 80
274 957 65
73 1343 50
1539 891 6
244 1071 27
159 561 21
155 1263 9
1485 1542 6
1402 185 24
475 132 32
45 105 55
78 755 30
151 27 51
935 817 81
494 941 24
555 146 79
1539 1476 64
1034 1192 49
547 581 15
69 1463 32
1466 358 74
888 991 18
370 561 11
1365 967 4
604 1361 48
799 584 78
821 351 10
552 67 26
866 1210 12
564 1095 81
1007 473 29
971 66 10
1349 869 78
86 950 24
493 1092 32
782 1281 55
1377 638 18
967 1262 2
1273 800 65
198 1538 66
34 142 39
632 403 56
803 993 63
513 992 80
1160 1045 46
1378 1505 17
1069 699 7
742 957 66
958 981 22
1299 695 1
336 1163 74
631 334 56
933 804 17
100 22 8
870 37 58
683 1283 15
282 1274 64
1450 580 1
147 151 17
841 579 62
59 1316 18
68 273 48
162 1233 67
624 78 11
1167 1187 80
612 291 9
274 1045 31
141 844 39
1260 659 49
100 1265 80
582 1068 35
144 41 17
854 426 63
511 25 69
1509 508 47
1358 946 65
1116 701 72
181 5 67
1278 729 25
186 1001 71
186 892 51
1104 1370 14
1401 1247 51
1287 364 40
816 235 19
468 598 25
209 540 59
384 576 56
944 208 2
229 204 61
752 1118 60
1522 857 68
828 43 30
727 377 8
537 1039 43
1154 1112 20
1193 643 28
909 1144 80
200 1214 25
994 1176 12
272 706 59
1053 1130 26
475 1033 28
834 213 73
49 230 58
1194 117 48
64 1020 4
391 971 43
572 1086 52
686 634 80
766 610 45
967 232 35
899 467 3
622 1293 54
618 157 57
1148 1130 4
616 1064 19
1536 249 35
328 1197 33
1297 396 44
533 575 15
696 1309 71
706 1380 35
1361 1206 9
64 455 15
1207 1336 45
360 367 17
839 808 58
727 871 57
124 1029 9
959 235 75
379 734 82
702 1296 24
1441 1085 11
1231 1149 2
758 277 23
596 1128 19
1332 278 41
1023 496 78
1521 201 64
375 543 2
549 682 58
1090 1210 73
1282 122 42
372 77 29
1464 863 10
714 374 74
36 309 66
636 814 56
320 11 58
186 14 3
894 1333 37
661 599 71
1450 900 29
716 638 43
601 1474 51
1268 187 25
324 546 1
482 880 24
288 1477 54
1510 216 8
402 994 27
1176 1305 40
1548 1492 67
867 1321 5
608 1502 33
1117 715 65
1107 168 32
1320 1264 3
820 137 80
1282 1333 37
1048 1083 30
170 143 72
189 1290 47
613 522 24
625 493 30
1183 642 82
926 28 24
1494 1555 81
441 674 73
14 1189 35
440 1035 26
950 1533 44
1379 408 30
644 1055 70
404 1293 76
1116 822 12
916 1217 69
728 525 26
100 1387 65
93 822 20
1232 967 26
466 424 47
894 538 12
922 36 18
181 876 81
763 900 15
1224 1012 18
414 42 37
823 343 44
1243 915 31
169 237 24
1187 704 26
295 1550 62
515 1329 68
821 1144 49
894 403 40
175 207 72
807 1372 71
1011 719 46
894 1131 47
125 450 29
343 1510 79
966 360 8
1193 872 9
713 168 80
946 1518 9
824 1195 30
454 358 1
1542 10 66
880 625 54
352 761 79
923 440 57
1223 218 59
1115 710 13
1330 832 42
1280 269 81
1524 728 78
1068 1544 40
1372 902 66
1546 793 10
810 328 80
1477 363 62
857 1428 64
877 382 9
49 482 51
766 1475 75
1483 1474 2
1221 452 26
1383 873 80
111 1380 39
598 359 74
383 25 4
645 218 76
1349 882 31
1293 669 23
1308 1191 29
1201 830 75
363 1262 20
627 1466 72
340 1033 27
708 945 27
1001 413 68
1001 281 40
354 1333 26
440 1202 2
369 1013 71
283 1561 7
1547 801 39
1164 1019 41
104 1254 64
180 1335 67
668 148 40
619 958 17
875 104 25
592 431 66
118 1206 24
820 106 55
416 217 70
310 20 37
800 1557 31
912 910 76
667 576 12
235 521 31
669 1389 32
1443 782 22
753 147 20
301 256 26
1218 1415 7
637 1510 34
455 1383 52
507 936 4
44 989 1
1103 647 41
80 1353 41
483 1058 77
921 107 29
359 1462 66
1496 1277 72
959 40 68
1118 423 63
1484 534 81
762 1313 80
860 111 53
1554 74 31
1375 495 27
66 532 62
1050 478 5
1119 992 77
1529 919 14
1302 55 43
1164 676 16
186 157 75
120 420 65
1557 1513 72
1086 952 47
748 1543 81
1296 283 53
1501 101 64
741 37 49
71 1539 38
744 267 73
920 927 21
1469 107 54
559 1049 28
143 667 7
752 155 59
1299 1053 82
811 584 56
946 360 31
343 1349 36
1252 814 58
1397 1253 56
28 550 5
881 281 80
245 674 28
1044 1553 13
1151 492 71
70 1264 45
63 1197 21
65 577 31
1402 789 55
1206 1524 7
919 824 21
932 325 60
1053 1324 26
1432 1502 30
157 49 1
711 508 14
1132 1448 67
1514 226 16
426 1106 61
645 1302 63
765 1332 36
28 898 51
1524 983 34
769 1442 59
1458 1166 43
489 732 70
1206 601 50
788 1112 69
583 10 4
1043 809 32
1214 82 53
1356 360 15
471 1299 25
1364 1 60
775 160 74
753 433 39
1173 381 49
1190 1227 81
1167 759 54
552 481 52
1511 1519 18
974 410 23
671 1012 53
12 1510 69
239 944 65
821 1085 73
740 1180 28
359 777 4
23 231 30
97 298 61
809 897 70
511 46 11
437 601 37
872 624 21
19 861 11
893 613 59
72 94 25
1406 975 9
1250 740 38
1035 327 54
1230 1425 31
807 1161 33
91 282 4
434 817 49
846 1278 47
721 722 56
26 246 61
413 1299 21
1277 1413 43
417 286 19
342 217 3
955 917 10
444 568 24
1220 348 4
262 18 36
1243 1020 70
1136 452 75
1207 877 43
2 946 21
976 785 82
854 1175 75
1512 839 67
972 457 55
1165 1035 34
1542 594 12
94 711 69
1368 255 16
814 538 22
1489 361 66
1369 478 76
577 43 28
545 1307 31
1490 470 48
1475 654 76
1097 617 68
1566 1129 77
663 927 28
951 249 47
442 1519 15
671 26 69
1405 546 9
923 1537 21
408 989 9
1289 853 56
427 1526 26
728 360 60
1106 398 33
1019 1455 24
1269 225 72
392 1158 6
1045 1429 58
555 1473 24
1062 442 82
1035 950 78
793 1458 25
1140 927 29
686 126 41
27 1046 72
1044 1526 20
365 787 50
603 125 64
237 232 75
976 181 73
851 1272 78
266 1354 1
966 258 67
989 1418 42
610 276 43
632 530 15
1466 186 52
1302 1212 5
910 604 75
109 201 72
795 220 82
978 1263 30
614 1146 12
1340 447 79
626 695 32
556 1393 16
1506 767 34
1039 64 28
1038 1523 54
163 1102 82
871 482 43
595 694 68
552 1061 78
531 503 72
1546 1060 9
1137 793 3
1179 1215 64
1415 93 81
391 1133 82
1246 1231 17
638 1182 49
1366 1565 67
1049 33 58
1193 150 31
1025 1458 77
215 602 66
1186 395 55
752 84 23
781 645 17
1019 35 18
1234 451 1
673 1494 29
561 1569 45
665 384 67
1523 898 14
579 1333 38
794 1415 22
1101 158 11
1288 1243 3
805 1482 36
270 955 61
388 591 47
916 359 42
269 79 43
941 832 47
1490 9 5
687 1000 54
1375 1001 67
1134 707 59
1199 1287 7
1410 1003 6
694 160 67
563 1380 4
576 635 62
864 949 59
43 794 35
436 1216 24
79 372 55
114 153 28
532 1524 67
669 1557 70
261 1009 7
1443 256 5
1556 1214 38
1140 1043 35
139 1089 17
1388 993 6
563 1204 20
492 1132 52
486 313 29
252 211 44
1226 1053 16
535 1328 9
1370 241 59
777 317 62
872 510 26
641 635 61
350 1298 48
164 23 30
346 1145 40
1182 488 62
506 684 71
686 644 67
1578 63 39
1067 1091 51
1195 1564 29
779 1147 7
672 840 24
147 789 51
1153 177 74
822 1403 79
1457 794 47
510 1262 29
760 1362 2
1569 481 13
21 345 34
1072 1000 61
1489 339 67
172 560 54
1559 942 75
659 297 14
216 1366 46
1490 155 57
1571 328 40
1208 1227 45
374 320 2
1359 1181 7
846 1441 35
47 1481 75
737 764 61
665 54 32
66 626 38
1074 1087 59
1022 376 58
1509 127 58
222 787 29
1394 1297 13
209 915 32
1130 685 78
1077 1 3
1229 1167 66
516 1104 72
741 920 65
173 1276 18
209 1518 66
30 1250 33
1220 1502 14
1415 1413 56
368 927 66
264 960 50
1334 476 53
1156 1443 23
1143 1239 32
847 1050 61
569 456 45
947 792 54
901 97 33
1209 849 2
747 612 16
1357 256 61
42 1143 69
1108 1261 19
561 707 29
496 1116 8
315 1323 58
1439 1139 37
175 965 31
411 784 19
731 1384 3
987 783 65
47 973 46
1549 776 63
1303 221 55
517 976 10
1140 380 30
1544 84 14
1470 884 76
509 1488 6
531 276 38
978 902 25
49 1205 46
718 1168 70
905 966 71
581 1567 50
978 1363 41
1469 1537 51
389 404 42
423 1080 7
279 580 31
267 1568 65
1233 1318 76
1456 1184 25
30 710 9
282 574 24
1539 295 9
1066 198 16
1137 875 15
289 4 82
973 98 43
463 1547 45
803 1207 37
482 1012 60
832 347 76
463 550 18
1151 1419 31
1203 1343 40
837 253 21
858 327 29
640 890 32
1220 640 65
303 704 74
86 1206 39
31 641 63
260 137 62
1376 116 19
294 1461 75
914 540 69
832 66 71
1025 1496 58
1174 1136 37
204 1553 22
641 1382 10
128 25 37
831 408 38
605 438 26
386 1063 76
882 966 7
924 1020 46
863 870 76
91 858 38
7 781 2
524 949 9
471 201 56
100 45 54
1192 691 55
104 480 72
367 1442 60
661 1249 5
133 1562 77
116 1076 64
399 1305 78
62 742 51
950 1009 48
590 426 52
464 933 3
1569 1419 65
516 1132 37
44 363 18
887 854 78
1225 817 12
937 1130 80
824 1518 50
932 212 31
638 154 56
492 877 14
213 786 52
808 707 54
243 495 36
48 1031 20
515 1203 55
1205 589 35
960 1161 61
792 1050 7
749 40 47
275 1457 1
852 526 46
1568 815 3
527 977 32
986 202 58
715 1410 1
618 514 25
1180 911 70
840 443 66
1150 651 23
1446 348 52
227 1504 48
587 864 65
479 55 82
1150 378 69
863 1164 9
970 675 7
802 224 80
1199 456 38
926 352 34
1263 142 61
1250 998 48
903 287 26
896 458 36
556 583 3
405 1183 6
634 600 13
750 945 50
231 931 58
488 390 34
394 718 29
1 229 26
135 1398 18
1304 1191 76
860 1051 25
766 248 56
346 497 75
1192 1193 80
397 525 27
1184 1448 72
1473 211 30
420 777 57
591 780 68
1420 1000 63
30 461 70
144 478 13
744 1257 60
477 1221 1
810 761 21
1274 360 42
199 567 49
978 775 40
859 1129 80
1259 635 18
295 1153 11
1219 401 21
1251 1005 31
558 1498 19
1080 999 63
1455 752 41
1026 16 21
1075 214 80
49 666 72
583 1025 43
496 1104 79
698 240 61
822 1164 82
1291 180 60
1384 262 61
956 1264 9
1551 817 13
512 1028 61
135 721 40
1465 1538 5
288 945 19
465 485 80
393 1573 17
1370 903 52
352 1195 76
878 1437 80
1576 1309 4
1261 493 65
10 70 16
1249 1427 50
530 831 31
996 553 32
1523 1324 63
490 712 56
711 1321 36
676 1364 13
298 1238 39
13 894 60
861 94 41
631 1161 53
980 1351 59
1110 1057 20
250 64 12
725 1269 43
1353 1343 40
129 1559 1
1306 1275 23
152 1115 34
608 1335 48
1450 1475 33
1467 494 77
31 1271 39
1213 1520 21
163 1464 44
1017 1045 23
1276 1149 3
701 1115 9
1472 504 5
271 1270 24
1176 1410 50
896 1494 16
1070 746 36
1385 103 38
106 1541 33
171 227 28
464 856 30
1397 323 23
837 1476 76
497 1397 38
977 642 79
445 636 77
1366 490 54
768 1140 29
1144 42 18
1021 1253 61
1370 1022 9
155 1346 31
501 164 62
285 140 49
732 128 58
925 1294 28
60 65 37
53 1192 22
1100 206 66
340 1172 36
263 498 44
1523 804 2
672 1439 78
1231 15 63
806 1564 36
896 783 71
1342 1059 80
121 932 56
1125 1530 1
787 772 9
623 303 59
1164 611 67
864 181 1
330 1076 77
299 1264 5
1274 960 29
954 474 44
1386 812 80
1000 737 17
324 7 8
1254 1384 61
1292 910 49
1170 1158 43
19 1049 8
886 283 33
1360 1259 82
1460 1073 23
712 836 64
308 1512 74
134 627 14
1087 1540 72
849 401 67
278 262 36
1489 1072 74
1418 758 67
316 424 6
243 529 23
1430 116 55
985 1312 31
601 1217 74
1391 705 82
359 477 70
617 632 53
1436 351 66
508 1207 45
1261 113 81
141 613 25
1257 1273 56
1052 831 51
946 346 39
1221 1033 9
684 602 60
596 271 81
1502 1578 4
1425 1426 72
717 407 36
1374 1095 40
1534 1144 74
294 1566 42
1435 1370 54
1515 1410 60
40 1302 59
472 889 38
713 1370 47
1443 202 21
792 560 56
62 924 7
168 1197 32
241 1366 60
423 1 2
44 891 34
211 218 4
178 1107 80
102 1463 56
547 453 47
752 134 17
993 162 19
266 859 56
13 315 45
1042 268 65
1488 339 14
1127 235 18
1332 1501 23
877 1347 82
191 1413 71
1507 1051 76
1572 1545 20
1496 868 67
859 1538 10
925 1457 25
351 725 43
1195 77 61
1515 1523 59
57 519 62
494 1573 7
833 175 69
1110 1452 12
1260 700 77
84 1181 12
317 1358 51
962 25 25
302 954 38
30 382 74
1213 1553 42
2 1449 32
1073 1112 2
925 524 17
886 1156 1
850 1183 47
1001 1091 23
1275 101 41
450 1033 73
313 886 63
481 1554 2
1409 1084 5
556 629 28
1189 1508 25
1457 541 67
1336 1389 82
283 1146 54
1499 999 7
1141 95 76
1449 1026 18
490 419 72
1309 641 81
82 1510 77
58 1080 62
338 75 81
504 678 12
43 1384 24
86 1551 10
1499 440 14
998 404 11
131 321 73
1163 826 75
1484 1369 42
779 38 20
1100 508 34
247 642 53
1411 45 50
669 565 72
130 1324 61
460 886 42
688 1357 13
929 237 26
610 505 21
759 538 43
1466 21 49
289 1325 19
217 1389 47
1543 802 22
94 5 31
128 543 82
44 37 31
781 437 74
1301 1460 81
605 595 9
1340 839 13
601 35 41
1285 181 18
1150 801 63
730 36 78
394 1294 16
88 788 51
806 998 63
469 1378 8
101 1353 45
1007 289 48
38 532 2
757 133 20
802 1207 11
871 808 41
698 768 51
595 793 4
982 1081 3
1385 857 21
611 318 52
691 1229 5
1549 1577 40
381 789 40
1512 928 28
224 1421 62
1008 1357 74
123 719 18
898 863 18
1529 1148 62
1327 182 32
859 543 24
625 1486 12
1084 271 81
118 616 45
136 927 51
496 1513 72
1179 265 25
1193 244 3
1448 43 64
1129 1176 67
1476 1549 8
420 931 9
1040 633 76
234 1276 28
621 673 25
176 113 14
1223 100 69
326 10 73
544 295 67
957 179 5
1201 954 31
701 1439 22
615 1449 46
52 683 54
433 1341 9
79 225 45
525 341 3
561 204 61
996 53 18
1252 1007 11
1553 33 23
404 689 17
565 505 48
1298 752 38
407 1185 29
1472 1511 71
1332 1281 32
94 1235 9
1218 676 51
320 1253 38
708 407 17
946 1390 20
1418 1064 14
758 81 65
72 1132 40
382 1088 35
1549 1279 43
311 871 13
1502 376 80
1287 1129 73
275 586 61
1033 970 61
764 500 73
505 720 81
36 341 64
212 33 75
78 1527 53
583 557 19
830 790 40
794 307 12
1327 1138 11
475 773 45
287 1095 26
119 1245 70
1493 295 26
1140 451 66
308 551 30
972 1246 17
72 1364 82
845 489 41
1186 1181 67
928 1086 72
1230 1263 27
907 1217 36
1431 277 25
1574 1052 16
628 13 1
1422 1062 69
865 830 64
1041 565 18
278 1102 48
1298 15 35
962 1273 2
798 1180 7
472 603 53
1466 258 27
1243 1094 36
236 148 6
446 885 63
1504 631 27
1245 835 53
1239 1310 77
1356 1349 9
728 996 21
1146 541 50
951 1196 31
1269 236 19
1252 770 30
1554 1439 80
682 70 16
1408 788 9
1401 581 32
511 667 53
1209 1202 78
527 1512 26
369 1147 21
489 1245 64
476 91 8
1300 1558 10
891 54 14
716 1096 22
960 944 13
900 193 23
1474 982 18
333 32 7
1135 428 60
1056 1070 22
1532 505 66
914 1553 75
914 1302 53
1380 1007 19
1414 106 28
1154 1310 24
756 1563 27
465 827 9
289 895 72
1380 175 7
1465 1497 3
387 849 47
722 1575 22
1503 698 72
73 1369 70
1030 148 14
603 832 5
351 674 27
1162 690 71
1575 54 33
83 484 64
1295 766 1
854 1149 6
1152 353 9
1529 1251 22
482 898 45
100 143 5
499 300 23
1018 128 5
464 362 14
722 27 41
912 976 12
1333 472 23
661 875 40
577 670 30
235 326 33
205 1507 33
1094 190 81
1125 1139 22
1389 1230 50
1540 1202 29
1345 1330 16
1230 208 10
1175 599 12
872 443 43
1436 718 72
1296 778 7
797 492 43
1064 837 79
1193 337 44
876 1268 2
79 1030 42
1280 1058 14
96 669 26
163 426 6
357 367 27
60 253 28
128 986 25
1076 544 47
1318 1051 64
1109 396 8
493 979 27
252 1128 3
191 1394 37
1411 338 24
520 311 38
296 228 7
309 461 12
216 1402 21
437 311 47
1404 124 23
49 666 67
1087 1174 37
1049 1015 21
782 948 62
1460 1239 62
540 436 2
352 1137 66
1056 397 35
362 382 24
461 465 68
517 832 30
862 1560 64
734 209 14
1 1560 61
848 230 40
1391 276 7
49 1426 73
239 1553 74
130 400 13
184 235 13
1099 353 65
1051 1080 18
240 1204 36
1565 1562 36
61 634 44
1195 590 66
586 845 34
290 602 82
538 1111 54
1440 17 57
428 1475 60
1410 1391 41
1564 480 80
28 172 26
1436 194 77
1430 321 43
829 328 14
429 437 65
120 2 78
1120 721 36
1004 1481 59
926 1098 79
1014 1372 81
1019 1488 79
715 1079 51
1244 1210 63
857 1497 51
224 972 53
1206 1040 11
941 648 44
284 2 66
237 1240 60
1385 742 41
665 283 10
1204 142 62
1092 713 10
444 73 38
1448 1309 78
24 376 38
138 733 52
602 560 10
1349 551 22
1415 144 82
870 1510 38
1349 1003 48
1506 508 53
101 45 56
168 796 41
934 579 72
863 111 74
253 357 6
635 504 69
374 1139 21
976 894 3
1537 223 31
477 1067 20
1173 1321 67
1151 316 26
161 700 62
919 424 52
1538 1229 30
1405 43 23
1 183 25
167 395 22
723 1221 40
1443 48 77
1106 384 24
871 33 51
875 1036 52
509 1407 77
25 1205 11
340 1370 77
436 453 46
582 139 38
1159 459 29
1415 353 17
748 896 74
681 1134 55
663 852 57
396 62 76
117 1123 75
1030 1367 33
1454 808 30
181 1156 23
279 1323 36
877 962 81
1136 631 58
1189 1474 74
1353 24 19
1238 1464 66
403 757 27
25 913 62
58 1279 60
413 1419 37
1438 474 31
436 1392 52
390 29 64
1340 95 29
1119 807 28
652 268 51
1361 20 8
784 274 58
850 1139 56
590 1436 78
17 510 23
1255 1124 24
716 539 45
1474 1235 3
718 347 40
483 1072 70
742 543 77
1199 434 47
604 920 78
1161 1396 1
592 1324 28
1291 1243 76
1225 1266 60
946 970 77
1025 1280 52
710 787 63
598 1008 44
1451 433 62
750 347 11
150 336 18
1440 526 5
1202 551 17
910 1038 53
368 1530 50
283 345 35
758 1232 75
1131 1233 48
898 1244 77
1051 92 24
325 810 11
1240 876 71
90 846 79
824 450 28
1070 1437 9
522 1309 1
715 823 16
638 1032 4
1455 1367 12
1313 617 23
1244 1099 11
933 1436 46
859 260 70
731 929 68
514 1229 27
1475 1553 80
830 486 42
925 898 42
997 476 13
925 401 52
249 17 11
857 921 44
1005 616 17
802 139 21
300 737 21
1051 1008 9
1131 679 6
83 1504 81
994 263 15
1444 1098 7
98 1522 40
637 934 45
725 383 49
1324 50 73
237 565 9
832 501 82
979 1428 20
956 830 66
1311 529 19
1079 144 48
44 1113 23
778 999 1
1356 579 23
783 1177 41
1121 1363 40
187 943 1
1474 872 54
835 793 40
51 1101 53
182 1439 55
80 491 57
515 301 65
763 459 43
793 1377 64
1047 1041 63
659 1230 20
131 331 13
925 965 22
206 517 69
1231 192 61
778 881 22
392 1264 53
1000 230 15
36 393 28
174 692 24
431 1157 27
237 1107 39
81 545 41
364 645 27
198 586 6
247 471 5
415 625 73
366 1082 9
1365 79 82
12 1031 51
1233 397 23
986 408 33
959 920 39
724 929 3
1300 837 7
130 706 5
1386 922 11
308 25 7
805 1396 22
482 816 71
7 907 43
1302 533 71
600 846 32
519 949 66
1104 1223 28
732 896 70
1175 678 53
317 856 7
1146 662 40
130 2 59
939 1302 82
255 722 39
977 615 69
494 1505 82
177 667 62
84 438 60
1459 266 10
891 911 2
290 1274 68
742 746 29
799 882 15
479 313 61
1299 1064 7
444 497 14
880 1223 71
276 212 55
905 938 48
1475 619 57
1396 1243 45
906 283 27
135 1074 38
1059 130 2
578 1169 70
1090 218 82
1369 296 63
757 1323 53
1286 1066 46
388 323 31
1007 433 19
104 965 1
661 1301 9
240 1527 71
1492 296 51
1032 971 56
894 381 66
301 336 38
1577 606 15
93 1073 48
737 227 28
777 1133 27
77 289 15
264 915 25
825 1429 77
1238 705 18
178 578 71
491 558 45
238 46 3
196 670 70
1065 1361 23
620 377 52
620 499 27
155 1091 11
239 1459 59
1275 960 55
50 1127 21
1164 550 60
885 259 40
1241 1528 14
175 546 2
1172 488 21
716 595 74
447 1071 41
203 1262 13
298 1416 48
1227 65 64
1031 632 60
65 1212 56
66 1352 40
450 440 33
1545 746 39
335 1028 14
313 1245 73
923 893 55
1020 929 41
70 1529 16
823 664 17
849 764 80
747 607 16
418 648 63
958 1578 79
777 910 4
1426 1200 44
1362 669 58
636 585 55
613 413 61
391 671 51
1561 1108 23
737 922 70
1279 769 48
1051 1262 64
24 298 28
102 191 63
306 377 28
167 410 10
787 1087 59
1287 481 43
674 1464 65
694 411 49
251 1227 61
1053 1538 64
182 1344 2
755 1034 7
505 568 62
315 1130 70
153 72 30
938 567 58
1375 520 41
997 1048 3
230 317 16
1007 1325 74
1188 1369 79
65 130 29
562 353 25
768 1050 52
509 749 52
440 157 27
832 704 33
253 140 41
1507 188 60
40 21 3
361 1123 3
841 701 35
596 656 20
39 628 29
1116 604 35
375 15 56
232 1447 50
600 193 9
133 1375 10
70 467 7
1397 1572 81
599 168 42
905 95 78
1416 540 58
297 1097 9
1315 990 49
1261 702 35
397 645 56
1268 1141 31
806 1365 74
1071 919 50
1306 118 61
680 639 82
1190 1083 27
416 1475 53
558 1525 26
270 1047 29
1081 743 81
1040 1460 2
223 1196 77
1435 1284 29
783 351 10
947 391 13
1491 1160 52
115 725 16
1477 71 52
991 827 9
1498 428 26
418 455 69
1468 78 3
1207 1156 41
173 1437 29
764 308 42
166 1006 62
494 1189 54
1329 228 24
283 1073 79
1363 1341 79
798 107 69
270 193 52
214 24 24
632 536 42
707 1399 49
349 1485 70
404 175 34
30 1443 42
1139 1437 80
1401 518 66
1278 1123 46
774 870 76
897 258 48
1140 1290 67
610 562 37
708 892 11
1532 574 72
912 1410 24
1019 1568 26
771 1000 35
690 902 55
1396 1141 8
1331 439 10
1288 1079 21
652 364 2
1153 49 64
1443 1341 39
447 1253 69
274 1260 69
742 1280 59
609 1556 48
958 448 6
681 87 59
317 1503 31
343 127 79
716 903 16
117 614 11
848 1320 60
447 98 6
1001 1523 49
1094 608 9
887 423 32
97 1086 67
1231 188 77
1426 169 46
694 1356 52
973 1362 47
421 1113 57
1471 939 11
1470 1259 15
1012 823 34
543 27 63
248 407 78
1142 86 37
19 416 11
1522 989 36
1347 214 72
579 1545 46
18 1401 8
64 1298 58
892 94 34
189 471 15
1558 946 6
121 1491 15
1387 471 78
1244 485 20
58 1459 30
918 101 9
987 272 2
307 1002 23
1328 347 71
1383 201 3
695 1190 78
1301 1260 20
229 715 55
671 24 23
1199 546 68
19 632 42
1075 1167 46
161 287 75
452 463 52
1371 954 10
350 253 59
116 717 3
426 17 53
1430 1530 21
648 426 52
273 1044 54
345 426 16
946 43 82
168 1178 9
28 520 20
1126 294 74
1016 877 30
1020 245 33
860 798 12
393 1337 34
1527 1218 33
1006 944 45
1289 731 23
133 802 6
348 1370 53
370 305 20
785 901 54
1548 761 12
1525 724 57
913 678 32
1475 15 28
936 197 35
1569 1052 67
1183 441 45
1203 683 21
94 636 61
395 30 62
603 426 31
851 1107 61
642 882 11
276 115 23
974 45 45
1057 1016 12
19 974 39
1503 823 38
1503 332 38
350 1214 61
1200 575 79
894 1400 82
337 749 9
550 263 2
108 1268 5
394 1569 70
1107 112 38
77 415 41
120 917 69
1540 542 11
1432 1568 49
351 1215 77
1206 1040 56
1452 452 61
200 1036 61
287 338 67
402 188 59
577 1411 23
556 1006 47
1140 1420 33
1047 292 8
1004 45 21
279 506 13
1004 114 22
375 1163 33
756 656 69
1208 1281 4
1316 1025 17
471 162 38
1494 1199 8
515 1210 35
623 652 76
771 1026 16
5 140 80
1145 414 52
12 1244 50
42 369 8
1242 918 33
1137 192 7
883 638 65
730 597 46
1146 17 1
966 1294 56
1079 1221 14
575 1177 31
65 436 31
1463 310 39
1034 923 34
808 1103 68
1371 863 8
714 416 71
1251 1392 37
1035 778 62
309 1048 77
465 1479 60
361 975 43
587 118 69
1107 850 43
747 324 33
304 38 27
1527 639 78
740 372 73
1262 256 16
22 771 9
1256 355 67
590 123 37
1302 478 25
1131 540 13
371 1477 3
242 17 18
112 1247 32
500 690 47
873 127 50
1452 380 76
649 1128 15
1153 1175 67
257 100 5
516 1530 56
654 529 73
558 1283 46
1496 226 21
827 160 39
1504 265 35
481 147 52
793 1091 7
1187 408 17
63 566 47
146 364 48
1562 502 13
1154 26 60
473 1213 5
1063 669 53
1241 906 41
1550 1053 80
944 1168 52
1108 579 5
42 1219 9
356 585 31
382 554 64
1574 594 33
764 604 26
1280 995 32
1483 51 50
1268 1562 67
665 1540 11
1484 1555 51
1187 1464 52
661 1278 47
578 1043 8
393 159 10
275 1113 66
140 1160 37
327 1326 52
179 243 21
417 867 10
501 1332 45
115 686 76
582 583 39
28 1479 3
1008 232 13
524 157 48
426 826 52
371 1285 39
607 735 38
521 447 4
688 1072 41
1169 298 80
22 693 26
847 1362 25
29 1495 75
109 73 76
